store_id,employee_id,role,date,shift_start,shift_end,scheduled_hours,hourly_wage_mxn,labor_cost_mxn
S007,E00495,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S007,E00482,Floor,2026-05-03,8,16,8,70,640.0
S007,E00486,Floor,2026-05-03,8,16,8,70,640.0
S007,E00492,Floor,2026-05-03,8,16,8,70,640.0
S007,E00493,Floor,2026-05-03,8,16,8,70,640.0
S007,E00481,Stock,2026-05-03,8,16,8,65,594.2857142857143
S007,E00491,Stock,2026-05-03,8,16,8,65,594.2857142857143
S007,E00494,Stock,2026-05-03,8,16,8,65,594.2857142857143
S007,E00485,Customer Service,2026-05-03,8,16,8,85,777.1428571428571
S007,E00505,Customer Service,2026-05-03,8,16,8,85,777.1428571428571
S007,E00515,Customer Service,2026-05-03,8,16,8,85,777.1428571428571
S007,E00487,Supervisor,2026-05-03,8,16,8,120,1097.142857142857
S007,E00503,Supervisor,2026-05-03,8,16,8,120,1097.142857142857
S007,E00483,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S007,E00484,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S007,E00488,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S007,E00489,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S007,E00490,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S007,E00495,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S007,E00497,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S007,E00507,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S007,E00508,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S007,E00482,Floor,2026-05-03,14,22,8,70,640.0
S007,E00486,Floor,2026-05-03,14,22,8,70,640.0
S007,E00492,Floor,2026-05-03,14,22,8,70,640.0
S007,E00493,Floor,2026-05-03,14,22,8,70,640.0
S007,E00498,Floor,2026-05-03,14,22,8,70,640.0
S007,E00499,Floor,2026-05-03,14,22,8,70,640.0
S007,E00501,Floor,2026-05-03,14,22,8,70,640.0
S007,E00481,Stock,2026-05-03,14,22,8,65,594.2857142857143
S007,E00491,Stock,2026-05-03,14,22,8,65,594.2857142857143
S007,E00494,Stock,2026-05-03,14,22,8,65,594.2857142857143
S007,E00496,Stock,2026-05-03,14,22,8,65,594.2857142857143
S007,E00485,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S007,E00505,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S007,E00515,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S007,E00522,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S007,E00528,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S007,E00487,Supervisor,2026-05-03,14,22,8,120,1097.142857142857
S007,E00503,Supervisor,2026-05-03,14,22,8,120,1097.142857142857
S008,E00565,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S008,E00581,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S008,E00588,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S008,E00591,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S008,E00561,Floor,2026-05-03,8,16,8,70,640.0
S008,E00570,Floor,2026-05-03,8,16,8,70,640.0
S008,E00571,Floor,2026-05-03,8,16,8,70,640.0
S008,E00562,Stock,2026-05-03,8,16,8,65,594.2857142857143
S008,E00563,Stock,2026-05-03,8,16,8,65,594.2857142857143
S008,E00568,Customer Service,2026-05-03,8,16,8,85,777.1428571428571
S008,E00569,Customer Service,2026-05-03,8,16,8,85,777.1428571428571
S008,E00566,Supervisor,2026-05-03,8,16,8,120,1097.142857142857
S008,E00565,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S008,E00581,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S008,E00588,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S008,E00591,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S008,E00592,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S008,E00600,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S008,E00601,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S008,E00561,Floor,2026-05-03,14,22,8,70,640.0
S008,E00570,Floor,2026-05-03,14,22,8,70,640.0
S008,E00571,Floor,2026-05-03,14,22,8,70,640.0
S008,E00576,Floor,2026-05-03,14,22,8,70,640.0
S008,E00577,Floor,2026-05-03,14,22,8,70,640.0
S008,E00562,Stock,2026-05-03,14,22,8,65,594.2857142857143
S008,E00563,Stock,2026-05-03,14,22,8,65,594.2857142857143
S008,E00564,Stock,2026-05-03,14,22,8,65,594.2857142857143
S008,E00568,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S008,E00569,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S008,E00575,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S008,E00586,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S008,E00566,Supervisor,2026-05-03,14,22,8,120,1097.142857142857
S008,E00572,Supervisor,2026-05-03,14,22,8,120,1097.142857142857
S009,E00641,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S009,E00647,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S009,E00653,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S009,E00661,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S009,E00643,Floor,2026-05-03,8,16,8,70,640.0
S009,E00648,Floor,2026-05-03,8,16,8,70,640.0
S009,E00649,Floor,2026-05-03,8,16,8,70,640.0
S009,E00644,Stock,2026-05-03,8,16,8,65,594.2857142857143
S009,E00645,Stock,2026-05-03,8,16,8,65,594.2857142857143
S009,E00646,Customer Service,2026-05-03,8,16,8,85,777.1428571428571
S009,E00651,Customer Service,2026-05-03,8,16,8,85,777.1428571428571
S009,E00642,Supervisor,2026-05-03,8,16,8,120,1097.142857142857
S009,E00641,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S009,E00647,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S009,E00653,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S009,E00661,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S009,E00667,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S009,E00672,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S009,E00643,Floor,2026-05-03,14,22,8,70,640.0
S009,E00648,Floor,2026-05-03,14,22,8,70,640.0
S009,E00649,Floor,2026-05-03,14,22,8,70,640.0
S009,E00650,Floor,2026-05-03,14,22,8,70,640.0
S009,E00652,Floor,2026-05-03,14,22,8,70,640.0
S009,E00644,Stock,2026-05-03,14,22,8,65,594.2857142857143
S009,E00645,Stock,2026-05-03,14,22,8,65,594.2857142857143
S009,E00656,Stock,2026-05-03,14,22,8,65,594.2857142857143
S009,E00646,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S009,E00651,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S009,E00654,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S009,E00642,Supervisor,2026-05-03,14,22,8,120,1097.142857142857
S009,E00664,Supervisor,2026-05-03,14,22,8,120,1097.142857142857
S010,E00722,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S010,E00723,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S010,E00725,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S010,E00726,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S010,E00737,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S010,E00738,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S010,E00727,Floor,2026-05-03,8,16,8,70,640.0
S010,E00729,Floor,2026-05-03,8,16,8,70,640.0
S010,E00740,Floor,2026-05-03,8,16,8,70,640.0
S010,E00742,Floor,2026-05-03,8,16,8,70,640.0
S010,E00724,Stock,2026-05-03,8,16,8,65,594.2857142857143
S010,E00728,Stock,2026-05-03,8,16,8,65,594.2857142857143
S010,E00730,Stock,2026-05-03,8,16,8,65,594.2857142857143
S010,E00721,Customer Service,2026-05-03,8,16,8,85,777.1428571428571
S010,E00731,Customer Service,2026-05-03,8,16,8,85,777.1428571428571
S010,E00735,Customer Service,2026-05-03,8,16,8,85,777.1428571428571
S010,E00743,Supervisor,2026-05-03,8,16,8,120,1097.142857142857
S010,E00749,Supervisor,2026-05-03,8,16,8,120,1097.142857142857
S010,E00722,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S010,E00723,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S010,E00725,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S010,E00726,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S010,E00737,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S010,E00738,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S010,E00739,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S010,E00741,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S010,E00746,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S010,E00727,Floor,2026-05-03,14,22,8,70,640.0
S010,E00729,Floor,2026-05-03,14,22,8,70,640.0
S010,E00740,Floor,2026-05-03,14,22,8,70,640.0
S010,E00742,Floor,2026-05-03,14,22,8,70,640.0
S010,E00747,Floor,2026-05-03,14,22,8,70,640.0
S010,E00750,Floor,2026-05-03,14,22,8,70,640.0
S010,E00724,Stock,2026-05-03,14,22,8,65,594.2857142857143
S010,E00728,Stock,2026-05-03,14,22,8,65,594.2857142857143
S010,E00730,Stock,2026-05-03,14,22,8,65,594.2857142857143
S010,E00732,Stock,2026-05-03,14,22,8,65,594.2857142857143
S010,E00721,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S010,E00731,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S010,E00735,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S010,E00736,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S010,E00744,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S010,E00743,Supervisor,2026-05-03,14,22,8,120,1097.142857142857
S010,E00749,Supervisor,2026-05-03,14,22,8,120,1097.142857142857
S011,E00801,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S011,E00806,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S011,E00809,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S011,E00810,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S011,E00812,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S011,E00818,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S011,E00803,Floor,2026-05-03,8,16,8,70,640.0
S011,E00805,Floor,2026-05-03,8,16,8,70,640.0
S011,E00808,Floor,2026-05-03,8,16,8,70,640.0
S011,E00813,Floor,2026-05-03,8,16,8,70,640.0
S011,E00804,Stock,2026-05-03,8,16,8,65,594.2857142857143
S011,E00807,Stock,2026-05-03,8,16,8,65,594.2857142857143
S011,E00811,Stock,2026-05-03,8,16,8,65,594.2857142857143
S011,E00815,Customer Service,2026-05-03,8,16,8,85,777.1428571428571
S011,E00833,Customer Service,2026-05-03,8,16,8,85,777.1428571428571
S011,E00836,Customer Service,2026-05-03,8,16,8,85,777.1428571428571
S011,E00802,Supervisor,2026-05-03,8,16,8,120,1097.142857142857
S011,E00814,Supervisor,2026-05-03,8,16,8,120,1097.142857142857
S011,E00801,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S011,E00806,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S011,E00809,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S011,E00810,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S011,E00812,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S011,E00818,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S011,E00824,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S011,E00825,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S011,E00826,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S011,E00827,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S011,E00803,Floor,2026-05-03,14,22,8,70,640.0
S011,E00805,Floor,2026-05-03,14,22,8,70,640.0
S011,E00808,Floor,2026-05-03,14,22,8,70,640.0
S011,E00813,Floor,2026-05-03,14,22,8,70,640.0
S011,E00816,Floor,2026-05-03,14,22,8,70,640.0
S011,E00819,Floor,2026-05-03,14,22,8,70,640.0
S011,E00820,Floor,2026-05-03,14,22,8,70,640.0
S011,E00804,Stock,2026-05-03,14,22,8,65,594.2857142857143
S011,E00807,Stock,2026-05-03,14,22,8,65,594.2857142857143
S011,E00811,Stock,2026-05-03,14,22,8,65,594.2857142857143
S011,E00817,Stock,2026-05-03,14,22,8,65,594.2857142857143
S011,E00815,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S011,E00833,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S011,E00836,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S011,E00844,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S011,E00849,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S011,E00802,Supervisor,2026-05-03,14,22,8,120,1097.142857142857
S011,E00814,Supervisor,2026-05-03,14,22,8,120,1097.142857142857
S012,E00889,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S012,E00891,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S012,E00892,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S012,E00898,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S012,E00904,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S012,E00907,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S012,E00881,Floor,2026-05-03,8,16,8,70,640.0
S012,E00882,Floor,2026-05-03,8,16,8,70,640.0
S012,E00883,Floor,2026-05-03,8,16,8,70,640.0
S012,E00885,Floor,2026-05-03,8,16,8,70,640.0
S012,E00884,Stock,2026-05-03,8,16,8,65,594.2857142857143
S012,E00886,Stock,2026-05-03,8,16,8,65,594.2857142857143
S012,E00903,Customer Service,2026-05-03,8,16,8,85,777.1428571428571
S012,E00910,Customer Service,2026-05-03,8,16,8,85,777.1428571428571
S012,E00918,Customer Service,2026-05-03,8,16,8,85,777.1428571428571
S012,E00893,Supervisor,2026-05-03,8,16,8,120,1097.142857142857
S012,E00899,Supervisor,2026-05-03,8,16,8,120,1097.142857142857
S012,E00889,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S012,E00891,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S012,E00892,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S012,E00898,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S012,E00904,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S012,E00907,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S012,E00911,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S012,E00915,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S012,E00917,Cashier,2026-05-03,14,22,8,75,685.7142857142857
S012,E00881,Floor,2026-05-03,14,22,8,70,640.0
S012,E00882,Floor,2026-05-03,14,22,8,70,640.0
S012,E00883,Floor,2026-05-03,14,22,8,70,640.0
S012,E00885,Floor,2026-05-03,14,22,8,70,640.0
S012,E00887,Floor,2026-05-03,14,22,8,70,640.0
S012,E00896,Floor,2026-05-03,14,22,8,70,640.0
S012,E00897,Floor,2026-05-03,14,22,8,70,640.0
S012,E00884,Stock,2026-05-03,14,22,8,65,594.2857142857143
S012,E00886,Stock,2026-05-03,14,22,8,65,594.2857142857143
S012,E00888,Stock,2026-05-03,14,22,8,65,594.2857142857143
S012,E00890,Stock,2026-05-03,14,22,8,65,594.2857142857143
S012,E00903,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S012,E00910,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S012,E00918,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S012,E00920,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S012,E00952,Customer Service,2026-05-03,14,22,8,85,777.1428571428571
S012,E00893,Supervisor,2026-05-03,14,22,8,120,1097.142857142857
S012,E00899,Supervisor,2026-05-03,14,22,8,120,1097.142857142857
S013,E00961,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S013,E00962,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S013,E00964,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S013,E00966,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S013,E00975,Cashier,2026-05-03,8,16,8,75,685.7142857142857
S013,E00965,Floor,2026-05-03,8,16,8,70,640.0
S013,E00967,Floor,2026-05-03,8,16,8,70,640.0
S013,E00968,Floor,2026-05-03,8,16,8,70,640.0
S013,E00973,Floor,2026-05-03,8,16,8,70,640.0
S013,E00963,Stock,2026-05-03,8,16,8,65,594.2857142857143
S013,E00969,Stock,2026-05-03,8,16,8,65,594.2857142857143
S013,E00970,Customer Service,2026-05-03,8,16,8,85,777.1428571428571
S013,E00998,Customer Service,2026-05-03,8,16,8,85,777.1428571428571
S013,E01023,Customer Service,2026-05-03,8,16,8,85,777.1428571428571
S013,E00971,Supervisor,2026-05-03,8,16,8,120,1097.142857142857
S013,E00972,Supervisor,2026-05-03,8,16,8,120,1097.142857142857
